TS,Reading,Flag,TS2,Reading2,Flag2
840,1,5,2839,9,5
841,1,5,2840,9,5
842,-1,5,2841,11,5
843,-1,5,2842,13,5
844,-2,5,2843,15,5
845,-1,5,2844,15,5
846,-1,5,2845,15,5
847,-2,5,2846,15,5
848,-1,5,2847,16,5
849,-2,5,2848,14,5
850,-3,5,2849,14,5
851,-2,5,2850,12,5
852,-2,5,2851,12,5
853,-1,5,2852,12,5
854,0,5,2853,11,5
855,-1,5,2854,9,5
856,-1,5,2855,10,5
857,-2,5,2856,9,5
858,-4,5,2857,8,5
859,-5,5,2858,7,5
860,-6,5,2859,7,5
861,-5,5,2860,6,5
862,-4,5,2861,5,5
863,-4,5,2862,5,5
864,-5,5,2863,4,5
865,-7,5,2864,2,5
866,-6,5,2865,2,5
867,-5,5,2866,1,5
868,-3,5,2867,1,5
869,-2,5,2868,-2,5
870,-2,5,2869,-2,5
871,-3,5,2870,-1,5
872,-3,5,2871,-2,5
873,-5,5,2872,-3,5
874,-6,5,2873,-3,5
875,-5,5,2874,-5,5
876,-5,5,2875,-6,5
877,-5,5,2876,-5,5
878,-5,5,2877,-4,5
879,-6,5,2878,-5,5
880,-4,5,2879,-7,5
881,-4,5,2880,-8,5
882,-4,5,2881,-7,5
883,-3,5,2882,-6,5
884,-3,5,2883,-7,5
885,-4,5,2884,-6,5
886,-6,5,2885,-7,5
887,-6,5,2886,-9,5
888,-5,5,2887,-9,5
889,-3,5,2888,-9,5
890,-1,5,2889,-8,5
891,1,5,2890,-8,5
892,2,5,2891,-7,5
893,1,5,2892,-6,5
894,0,5,2893,-8,5
895,-1,5,2894,-8,5
896,-3,5,2895,-10,5
897,-2,5,2896,-11,5
898,-1,5,2897,-10,5
899,0,5,2898,-9,5
900,0,5,2899,-7,5
901,1,5,2900,-8,5
902,2,5,2901,-8,5
903,2,5,2902,-10,5
904,2,5,2903,-11,5
905,1,5,2904,-9,5
906,2,5,2905,-9,5
907,0,5,2906,-8,5
908,-2,5,2907,-7,5
909,-1,5,2908,-6,5
910,-1,5,2909,-6,5
911,-1,5,2910,-5,5
912,-1,5,2911,-5,5
913,1,5,2912,-4,5
914,1,5,2913,-5,5
915,3,5,2914,-5,5
916,4,5,2915,-5,5
917,4,5,2916,-4,5
918,3,5,2917,-5,5
919,1,5,2918,-4,5
920,-1,5,2919,-5,5
921,-1,5,2920,-4,5
922,0,5,2921,-4,5
923,-1,5,2922,-3,5
924,-1,5,2923,-3,5
